Outlet_ID,footfall_score,school_score,tourist_score,health_score,competitor_poi_score,poi_diversity_score,footfall_score_norm,school_score_norm,tourist_score_norm,health_score_norm,competitor_poi_score_norm,spatial_demand_score,competitor_density_norm,is_isolated_market,is_dense_market,internal_competitor_count
OUT_00001,0.0,1.8353246107474652,4.006164589123764,0.5009442289520355,3.202173271498581e-05,0.5714285714285714,0.0,0.069260398481434,0.030634523035876972,0.04112750063915979,0.00042547697814042303,0.11133774623345774,0.45454545454545453,0,1,15
OUT_00002,0.0,0.1659303689954093,0.44517892448464674,0.0,0.0,0.42857142857142855,0.0,0.006261782471337845,0.00340421460821577,0.0,0.0,0.06638912443203579,0.7272727272727273,0,1,24
OUT_00003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3939393939393939,0,0,13
OUT_00004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21212121212121213,0,0,7
OUT_00005,0.0,0.11823537098762354,4.8995486940733235,0.0,0.0,0.2857142857142857,0.0,0.004461896746356971,0.03746609356527194,0.0,0.0,0.05311604559773223,0.5151515151515151,0,1,17
OUT_00006,0.0,0.0,0.1429149277876329,0.0,0.0,0.2857142857142857,0.0,0.0,0.0010928484214969628,0.0,0.0,0.043130354962517096,0.5151515151515151,0,1,17
OUT_00007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0,0,9
OUT_00008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0,1,17
OUT_00009,0.0,0.0,0.5150040244583997,0.0,0.0,0.14285714285714285,0.0,0.0,0.003938156383707377,0.0,0.0,0.02241311052449827,0.5454545454545454,0,1,18
OUT_00010,0.9694303907164498,4.5296383299013945,35.275107928126225,3.898571641487881,2.4327731539526447e-05,0.8571428571428571,0.19194479945615397,0.17093682167645455,0.269743312431801,0.3200725717761591,0.00032324577163199777,0.3197853180291318,0.6363636363636364,0,1,21
OUT_00011,0.07824402863420717,0.2508337261496587,0.0,0.0,0.0,0.2857142857142857,0.015492122517156839,0.009465815324425302,0.0,0.0,0.0,0.04939794267717497,0.3939393939393939,0,0,13
OUT_00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,0,1,16
OUT_00013,0.004389623846752766,0.0,0.0,0.0,0.0,0.0,0.0008691345732726817,0.0,0.0,0.0,0.0,0.00026074037198180454,0.2727272727272727,0,0,9
OUT_00014,0.0,0.1804572138875507,0.0,1.3765551742885027,0.0,0.42857142857142855,0.0,0.006809987982240863,0.0,0.11301512331786905,0.0,0.07694922421394937,0.2727272727272727,0,0,9
OUT_00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0,0,12
OUT_00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0,1,27
OUT_00017,0.0,0.7758993482433776,4.828533256489126,2.9813245824976002,0.0,0.5714285714285714,0.0,0.029280432314878164,0.036923049461571794,0.24476662587513903,0.0,0.1252777971301682,0.45454545454545453,0,1,15
OUT_00018,0.0,0.0,0.13950574349464903,0.0,0.0,0.2857142857142857,0.0,0.0,0.0010667789147571491,0.0,0.0,0.043123837585832145,0.45454545454545453,0,1,15
OUT_00019,0.0,0.0,0.34358921591071945,0.0,0.0,0.14285714285714285,0.0,0.0,0.0026273737674861832,0.0,0.0,0.022085414870442972,0.48484848484848486,0,1,16
OUT_00020,0.0,0.0,3.545441747573753,0.06580632429118759,0.0,0.2857142857142857,0.0,0.0,0.027111446490061475,0.005402696523739595,0.0,0.050175274132032176,0.3939393939393939,0,0,13
OUT_00021,0.0,0.0,0.0,0.0,1.851554159722348e-06,0.14285714285714285,0.0,0.0,0.0,0.0,2.4601843871281715e-05,0.02142857142857143,0.3333333333333333,0,0,11
OUT_00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757575757575758,0,1,19
OUT_00023,0.0,0.1812171685958749,0.0,0.0,0.0,0.2857142857142857,0.0,0.006838666705131709,0.0,0.0,0.0,0.04422487619816919,0.45454545454545453,0,1,15
OUT_00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0,0,12
OUT_00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0,1,17
OUT_00026,1.5451237023474755,7.993127050943386,4.784069145080538,0.9058521551148433,6.0057759797295465e-05,0.8571428571428571,0.30593063929309294,0.30163991776670124,0.036583039256071447,0.07437042476047195,0.000797995360834364,0.29726140620276176,0.5454545454545454,0,1,18
OUT_00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0,1,15
OUT_00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,0,1,16
OUT_00029,0.0,1.486763659934828,0.6757032998283604,0.47564086082890195,6.400952533802101e-06,0.5714285714285714,0.0,0.05610661074983552,0.005166998969589889,0.03905009515465283,8.505029898109962e-05,0.10213236712211557,0.5757575757575758,0,1,19
OUT_00030,0.0,0.24564723329521704,0.46389619337707083,0.0,0.0,0.42857142857142855,0.0,0.009270090513829838,0.003547342678043546,0.0,0.0,0.06702656805799113,0.5151515151515151,0,1,17
OUT_00031,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.02142857142857143,0.5757575757575758,0,1,19
OUT_00032,0.28847973743899613,1.6504780824612242,0.4534318486162931,2.312242685014084,9.610771451439082e-05,0.8571428571428571,0.05711826850091804,0.0622847691393305,0.003467323446806838,0.1898350295495961,0.0012769958550190716,0.17801419676623137,0.5151515151515151,0,1,17
OUT_00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0,1,15
OUT_00034,0.0,0.11139751927057898,0.5641759017008808,0.0,0.0,0.42857142857142855,0.0,0.004203853928260293,0.004314166148805814,0.0,0.0,0.0662050266085678,0.3939393939393939,0,0,13
OUT_00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0,1,15
OUT_00036,0.0,0.0,0.3751333735268727,0.0,0.0,0.14285714285714285,0.0,0.0,0.002868587078033352,0.0,0.0,0.022145718198079766,0.5151515151515151,0,1,17
OUT_00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,33
OUT_00038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0,0,6
OUT_00039,0.9664417431290254,0.21943855462080566,0.0,0.0,1.1791009096778817e-05,0.42857142857142855,0.19135305468798208,0.008281042844533714,0.0,0.0,0.00015666869011669325,0.12334783926101567,0.15151515151515152,0,0,5
OUT_00040,0.0,0.9431119005513089,1.923175484257396,0.8868307524001438,1.2507308038500427e-05,0.5714285714285714,0.0,0.035590601064387994,0.014706226457711058,0.07280876837819747,0.0001661862484537618,0.10378983937941082,0.36363636363636365,0,0,12
OUT_00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0,1,18
OUT_00042,0.0,0.0,0.0,1.033488335030838,0.0,0.2857142857142857,0.0,0.0,0.0,0.08484934989362805,0.0,0.051342077846505664,0.3939393939393939,0,0,13
OUT_00043,0.0,0.0,0.5305792143482835,0.0,0.0,0.2857142857142857,0.0,0.0,0.004057257459775289,0.0,0.0,0.04387145722208668,0.36363636363636365,0,0,12
OUT_00044,0.17703985703452801,1.9950472084191913,10.344641843820439,0.13476400193460852,2.3080843623911575e-06,0.7142857142857143,0.035053450128713845,0.07528791573721154,0.07910388148374296,0.011064119028371976,3.0667820774850595e-05,0.15359885760268654,0.30303030303030304,0,0,10
OUT_00045,0.2100775044654316,1.7478075178661636,0.6042384687743212,0.0,0.0,0.5714285714285714,0.041594821919153945,0.0659577300099275,0.004620518423302882,0.0,0.0,0.11253940789784311,0.5757575757575758,0,1,19
OUT_00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757575757575758,0,1,19
OUT_00047,0.0,0.13278133754114388,1.7311718430129142,0.0,0.0,0.42857142857142855,0.0,0.00501082385924744,0.013238004211764132,0.0,0.0,0.0685973801105048,0.6060606060606061,0,1,20
OUT_00048,0.036745023215487074,0.8091997258450923,0.0,1.0585233357590362,1.0572097625543754e-05,0.42857142857142855,0.007275422949032899,0.03053710233868265,0.0,0.08690472242602412,0.0001404728529326834,0.0812662338807631,0.5454545454545454,0,1,18
OUT_00049,0.0,0.2219394074377003,0.5125310087654306,0.0,0.0,0.2857142857142857,0.0,0.008375418554218661,0.003919245613935205,0.0,0.0,0.04551203797147039,0.48484848484848486,0,1,16
OUT_00050,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.02142857142857143,0.48484848484848486,0,1,16
OUT_00051,0.0,0.4745151531873294,0.32433091429171024,0.1117973262071466,1.0064831584118161e-05,0.5714285714285714,0.0,0.017906973187619545,0.002480108503802036,0.009178555893656223,0.00013373274226034587,0.09083356306712576,0.42424242424242425,0,0,14
OUT_00052,0.0,0.7198036832213082,0.14993007494026658,0.3853480061373927,0.0,0.5714285714285714,0.0,0.02716352716918448,0.001146492170341148,0.03163705548992765,0.0,0.09459731973970066,0.24242424242424243,0,0,8
OUT_00053,0.0,0.0,0.8907655548176119,0.0,0.0,0.2857142857142857,0.0,0.0,0.006811546880203039,0.0,0.0,0.04456002957719361,0.48484848484848486,0,1,16
OUT_00054,0.0,1.0597849396760535,0.0,0.0,0.0,0.2857142857142857,0.0,0.0399935394516898,0.0,0.0,0.0,0.050855850747480814,0.42424242424242425,0,0,14
OUT_00055,0.0,0.2612095029005163,0.37298756921964615,0.0,3.774655074507912e-06,0.42857142857142855,0.0,0.009857370272313306,0.0028521784432861226,0.0,5.0154338895984735e-05,0.06697023295099848,0.6060606060606061,0,1,20
OUT_00056,0.0,0.0,0.15731768451144987,1.3428919066158107,0.0,0.42857142857142855,0.0,0.0,0.0012029840818824009,0.11025137042341777,0.0,0.07561159734852665,0.5151515151515151,0,1,17
OUT_00057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0,1,18
OUT_00058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,0,1,16
OUT_00059,0.0,0.7680181391188633,0.21806087351461118,0.0,0.0,0.42857142857142855,0.0,0.02898301588985836,0.0016674778842194087,0.0,0.0,0.0704991869347408,0.30303030303030304,0,0,10
OUT_00060,0.0,2.123277895413345,0.9661977537237443,0.4196134605725168,0.0,0.7142857142857143,0.0,0.08012700982811792,0.007388365276858627,0.034450247892861996,0.0,0.1284603752169816,0.5454545454545454,0,1,18
OUT_00061,0.0,0.0,0.3858559586296545,0.05052501411193182,0.0,0.2857142857142857,0.0,0.0,0.002950581033355883,0.004148101585138723,0.0,0.0440095982739957,0.3939393939393939,0,0,13
OUT_00062,0.0,0.2575554534971658,1.3507745538364417,0.0,0.0,0.42857142857142855,0.0,0.009719475909504194,0.01032916478222621,0.0,0.0,0.06881190066317167,0.30303030303030304,0,0,10
OUT_00063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0,0,9
OUT_00064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3939393939393939,0,0,13
OUT_00065,0.0,0.0,0.24551978455514378,0.0,0.0,0.14285714285714285,0.0,0.0,0.0018774519439709776,0.0,0.0,0.021897934414564172,0.36363636363636365,0,0,12
OUT_00066,0.0,0.0,0.1742099012503407,0.0,0.0,0.14285714285714285,0.0,0.0,0.0013321562592361433,0.0,0.0,0.021761610493380462,0.48484848484848486,0,1,16
OUT_00067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0,1,22
OUT_00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,0,11
OUT_00069,0.0,1.6209432408986042,0.21564774653736896,0.0,0.0,0.2857142857142857,0.0,0.06117020069528835,0.0016490250742241528,0.0,0.0,0.05550343926475656,0.6060606060606061,0,1,20
OUT_00070,0.0,1.466979661245059,4.8683720593990545,2.56014124788897,1.1476727015905595e-05,0.5714285714285714,0.0,0.05536001386730829,0.03722769064600523,0.21018749138833678,0.00015249278273392244,0.12711196028808236,0.5454545454545454,0,1,18
OUT_00071,0.0,0.0,0.7120345416336368,0.0,0.0,0.14285714285714285,0.0,0.0,0.005444818374970134,0.0,0.0,0.02278977602231396,0.6666666666666666,0,1,22
OUT_00072,0.0,0.18891302788801306,2.973435425453806,0.21947693899303763,2.863107802025239e-06,0.7142857142857143,0.0,0.007129088507416296,0.02273740232342291,0.018019047684410525,3.8042490284289634e-05,0.11605493019363718,0.45454545454545453,0,1,15
OUT_00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0,1,15
OUT_00074,0.008562431653687742,0.5659944575583242,0.0,0.0,3.6635661219819875e-06,0.2857142857142857,0.001695340111433367,0.021359165261129142,0.0,0.0,4.8678285359275425e-05,0.047637577942798694,0.48484848484848486,0,1,16
OUT_00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0,1,17
OUT_00076,0.8373403371814355,5.045315014950351,1.2057144225615752,1.3371724662197086,2.611626558001068e-05,0.8571428571428571,0.16579129830875,0.1903971244942377,0.009219912320359883,0.1097818046016128,0.00034701025888257,0.22967140150315232,0.6363636363636364,0,1,21
OUT_00077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0,0,12
OUT_00078,1.4301737812210547,4.123865377107759,3.154984293507212,0.9067834727972036,4.239869879618516e-05,0.8571428571428571,0.2831708416125134,0.15562400113293798,0.024125678530451118,0.07444688590397423,0.0005633570925549726,0.2581235895047803,0.5454545454545454,0,1,18
OUT_00079,0.2915679762144931,0.340201466028513,1.1254797620905643,0.0,0.0,0.42857142857142855,0.05772973207593285,0.012838322421616002,0.008606370240449341,0.0,0.0,0.08632389095292967,0.45454545454545453,0,1,15
OUT_00080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0,1,15
OUT_00081,0.0,0.36809819041785174,0.8547772449610757,0.0,0.0,0.42857142857142855,0.0,0.013891072565224358,0.006536349822569549,0.0,0.0,0.06869801625440154,0.42424242424242425,0,0,14
OUT_00082,0.0,2.039972605069836,0.32854109200226594,0.5276324751430784,2.003597801305679e-06,0.42857142857142855,0.0,0.07698328387848705,0.0025123030837275115,0.043318604556209346,2.6622067753047693e-05,0.0846423072879645,0.5454545454545454,0,1,18
OUT_00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0,1,15
OUT_00084,0.1672374674203777,1.8027689518854682,0.5343912489596713,2.3772826551673463,7.211229063723783e-05,0.7142857142857143,0.03311260143375118,0.06803183221451667,0.004086407500797857,0.19517480843006177,0.0009581654990442472,0.1512220867340915,0.5151515151515151,0,1,17
OUT_00085,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.02142857142857143,0.42424242424242425,0,0,14
OUT_00086,0.0,0.3335253699658472,0.2791891508461571,0.0,0.0,0.42857142857142855,0.0,0.012586383843070897,0.0021349163976396236,0.0,0.0,0.06733672015373836,0.5757575757575758,0,1,19
OUT_00087,0.0,0.12535876960611206,2.5139526965862,0.2625834073758316,7.852415515223071e-06,0.42857142857142855,0.0,0.004730715365128545,0.019223808728118075,0.021558086969630092,0.00010433607869559553,0.07219361823773252,0.2727272727272727,0,0,9
OUT_00088,0.0,0.0,0.27236647408277864,0.0,0.0,0.14285714285714285,0.0,0.0,0.0020827444401914715,0.0,0.0,0.021949257538619295,0.45454545454545453,0,1,15
OUT_00089,0.0,0.16618571952229916,0.7681862144803978,0.0,0.0,0.2857142857142857,0.0,0.006271418739026553,0.005874201561072173,0.0,0.0,0.04557997699521621,0.48484848484848486,0,1,16
OUT_00091,0.0,0.0,0.0,0.04914316774087054,0.0,0.14285714285714285,0.0,0.0,0.0,0.004034652054782949,0.0,0.02183203663404972,0.42424242424242425,0,0,14
OUT_00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42424242424242425,0,0,14
OUT_00093,0.0,0.9800865541913103,0.0,0.09718766520387292,0.0,0.42857142857142855,0.0,0.03698592875182991,0.0,0.00797910332484027,0.0,0.07248081036856428,0.3333333333333333,0,0,11
OUT_00094,0.860051974865818,2.323049704293661,6.45658553907223,5.242736356675493,2.596668721328785e-05,0.8571428571428571,0.17028814592400565,0.08766588061281932,0.04937251429130133,0.4304284397310882,0.0003450227914324209,0.25257702101712826,0.48484848484848486,0,1,16
OUT_00095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,0,1,16
OUT_00096,0.0,0.0,2.5194541411886258,0.8502935431107564,0.0,0.42857142857142855,0.0,0.0,0.019265877426908225,0.06980906499495663,0.0,0.076083090141937,0.42424242424242425,0,0,14
OUT_00097,0.0,0.0,0.6332061459132987,0.0,0.0,0.14285714285714285,0.0,0.0,0.004842029784822841,0.0,0.0,0.02263907887477714,0.30303030303030304,0,0,10
OUT_00098,0.0,0.0,0.15896511019749462,0.0,0.0,0.14285714285714285,0.0,0.0,0.0012155816921418615,0.0,0.0,0.021732466851606895,0.5454545454545454,0,1,18
